key,adi,cv2,cls,mean,zero_share
CA_1|FOODS_1_001,1.0751104565537555,0.8436674601851368,erratic,4.691095890410959,0.06986301369863014
CA_1|FOODS_1_002,18.961038961038962,0.06183771229496297,intermittent,0.05684931506849315,0.9472602739726027
CA_1|FOODS_1_003,1.0267229254571026,0.81088619151033,erratic,7.948630136986301,0.026027397260273973
CA_1|FOODS_1_004,1.336996336996337,0.6223135121824215,lumpy,1.8143835616438355,0.25205479452054796
CA_1|FOODS_1_005,2.673992673992674,0.3200480143229167,intermittent,0.5260273972602739,0.626027397260274
CA_1|FOODS_1_006,2.92,0.3302280512371546,intermittent,0.46986301369863015,0.6575342465753424
CA_1|FOODS_1_007,10.895522388059701,0.06435196195005946,intermittent,0.09931506849315068,0.9082191780821918
CA_1|FOODS_1_008,5.051903114186851,0.16623918470640542,intermittent,0.23424657534246576,0.802054794520548
CA_1|FOODS_1_009,1.0533910533910533,0.6487707040364438,erratic,5.501369863013698,0.050684931506849315
CA_1|FOODS_1_010,1.0013717421124828,0.5649809216212867,erratic,31.752054794520546,0.0013698630136986301
CA_1|FOODS_2_001,1.0846953937592867,0.6096668170998757,erratic,4.288356164383561,0.07808219178082192
CA_1|FOODS_2_002,1.9185282522996059,0.4854657918394183,intermittent,0.934931506849315,0.47876712328767124
CA_1|FOODS_2_003,1.0480976310122039,0.8606001065873777,erratic,6.8787671232876715,0.04589041095890411
CA_1|FOODS_2_004,1.0013717421124828,0.5927784471349168,erratic,31.162328767123288,0.0013698630136986301
CA_1|FOODS_2_005,7.643979057591623,0.09271552100620141,intermittent,0.14657534246575343,0.8691780821917808
CA_1|FOODS_2_006,1.8295739348370927,0.5992438455880018,lumpy,0.9952054794520548,0.4534246575342466
CA_1|FOODS_2_007,19.210526315789473,0.035090530363723775,intermittent,0.05410958904109589,0.947945205479452
CA_1|FOODS_2_008,1.036195883605394,0.6586721055413796,erratic,6.204109589041096,0.03493150684931507
CA_1|FOODS_2_009,3.569682151589242,0.2551014595941616,intermittent,0.363013698630137,0.7198630136986301
CA_1|FOODS_2_010,1.0216934919524143,0.7643398609744362,erratic,8.235616438356164,0.021232876712328767
CA_1|HOBBIES_1_001,1.199671322925226,0.6705981212364097,erratic,2.7582191780821916,0.16643835616438357
CA_1|HOBBIES_1_002,1.0020590253946466,0.4334632617884251,smooth,27.837671232876712,0.002054794520547945
CA_1|HOBBIES_1_003,3.3640552995391704,0.18215026954403113,intermittent,0.37465753424657533,0.7027397260273973
CA_1|HOBBIES_1_004,16.7816091954023,0.06337709370755994,intermittent,0.06438356164383562,0.9404109589041096
CA_1|HOBBIES_1_005,1.0541516245487366,0.5747432117322853,erratic,5.0773972602739725,0.05136986301369863
CA_1|HOBBIES_1_006,1.0082872928176796,0.5527166043039917,erratic,13.842465753424657,0.00821917808219178
CA_1|HOBBIES_1_007,1.0,0.45595133703094626,smooth,40.68972602739726,0.0
CA_1|HOBBIES_1_008,3.2516703786191536,0.2250496947218428,intermittent,0.39794520547945206,0.6924657534246575
CA_1|HOBBIES_1_009,1.0985703536493605,0.5874983242140872,erratic,3.517123287671233,0.08972602739726028
CA_1|HOBBIES_1_010,1.0,0.42160079199569933,smooth,38.543150684931504,0.0
CA_1|HOBBIES_2_001,1.023842917251052,0.6028619030593095,erratic,8.434931506849315,0.023287671232876714
CA_1|HOBBIES_2_002,6.008230452674897,0.11649338374291111,intermittent,0.18904109589041096,0.8335616438356165
CA_1|HOBBIES_2_003,1.0267229254571026,0.5387092889707014,erratic,7.471232876712329,0.026027397260273973
CA_1|HOBBIES_2_004,1.4792299898682877,0.4483681229683243,intermittent,1.4061643835616437,0.323972602739726
CA_1|HOBBIES_2_005,2.5172413793103448,0.2965652022010657,intermittent,0.5863013698630137,0.6027397260273972
CA_1|HOBBIES_2_006,2.4414715719063547,0.278809566495751,intermittent,0.571917808219178,0.5904109589041096
CA_1|HOBBIES_2_007,1.0549132947976878,0.5275310335772401,erratic,5.1945205479452055,0.052054794520547946
CA_1|HOBBIES_2_008,1.4792299898682877,0.4048220550178142,intermittent,1.3856164383561644,0.323972602739726
CA_1|HOBBIES_2_009,1.4271749755620724,0.41903103208516446,intermittent,1.5143835616438357,0.2993150684931507
CA_1|HOBBIES_2_010,1.2618841832324978,0.6261833934437184,erratic,2.4815068493150685,0.20753424657534247
CA_1|HOUSEHOLD_1_001,1.0124826629680999,0.5106107466980646,erratic,8.567123287671233,0.012328767123287671
CA_1|HOUSEHOLD_1_002,1.1187739463601531,0.5382473888726668,erratic,3.613013698630137,0.10616438356164383
CA_1|HOUSEHOLD_1_003,16.59090909090909,0.03079338244173408,intermittent,0.06232876712328767,0.9397260273972603
CA_1|HOUSEHOLD_1_004,6.266094420600858,0.09976108618378882,intermittent,0.17945205479452056,0.8404109589041096
CA_1|HOUSEHOLD_1_005,7.76595744680851,0.11242603550295854,intermittent,0.14246575342465753,0.8712328767123287
CA_1|HOUSEHOLD_1_006,1.0048176187198898,0.6932635926453555,erratic,16.25,0.004794520547945206
CA_1|HOUSEHOLD_1_007,3.5523114355231145,0.3120784676455852,intermittent,0.3821917808219178,0.7184931506849315
CA_1|HOUSEHOLD_1_008,1.5835140997830803,0.46357335334959654,intermittent,1.25,0.3684931506849315
CA_1|HOUSEHOLD_1_009,1.0027472527472527,0.5337747960608651,erratic,15.868493150684932,0.0027397260273972603
CA_1|HOUSEHOLD_1_010,7.448979591836735,0.06996244213468425,intermittent,0.14657534246575343,0.8657534246575342
CA_1|HOUSEHOLD_2_001,2.1791044776119404,0.2944844270740737,intermittent,0.6910958904109589,0.541095890410959
CA_1|HOUSEHOLD_2_002,1.0167130919220055,0.6205013926120901,erratic,8.806849315068494,0.01643835616438356
CA_1|HOUSEHOLD_2_003,1.1689351481184949,0.5516196346625512,erratic,2.6890410958904107,0.14452054794520547
CA_1|HOUSEHOLD_2_004,1.0759027266028003,0.5674481782105815,erratic,4.644520547945206,0.07054794520547945
CA_1|HOUSEHOLD_2_005,1.0006854009595614,0.6132268041501536,erratic,44.8486301369863,0.0006849315068493151
CA_1|HOUSEHOLD_2_006,8.488372093023257,0.0833963214915596,intermittent,0.12945205479452054,0.8821917808219178
CA_1|HOUSEHOLD_2_007,1.0458452722063036,0.6831573124190331,erratic,5.787671232876712,0.043835616438356165
CA_1|HOUSEHOLD_2_008,1.1326609775019394,0.5301135361698345,erratic,3.1513698630136986,0.11712328767123288
CA_1|HOUSEHOLD_2_009,1.4867617107942974,0.4411562556336758,intermittent,1.4136986301369863,0.3273972602739726
CA_1|HOUSEHOLD_2_010,1.130030959752322,0.5613332589408773,erratic,3.361643835616438,0.11506849315068493
CA_2|FOODS_1_001,1.139734582357533,0.6802562869077108,erratic,3.3383561643835615,0.1226027397260274
CA_2|FOODS_1_002,22.12121212121212,0.0396975425330813,intermittent,0.04726027397260274,0.9547945205479452
CA_2|FOODS_1_003,1.0496046010064701,0.7397171961760055,erratic,6.079452054794521,0.04726027397260274
CA_2|FOODS_1_004,1.5368421052631578,0.5454832347140038,lumpy,1.3356164383561644,0.3493150684931507
CA_2|FOODS_1_005,3.060796645702306,0.33659787698177274,intermittent,0.4534246575342466,0.6732876712328767
CA_2|FOODS_1_006,3.5872235872235874,0.21843861080356622,intermittent,0.3589041095890411,0.7212328767123287
CA_2|FOODS_1_007,15.53191489361702,0.037484381507705125,intermittent,0.06712328767123288,0.9356164383561644
CA_2|FOODS_1_008,6.636363636363637,0.14914684552377774,intermittent,0.17602739726027397,0.8493150684931506
CA_2|FOODS_1_009,1.0911808669656202,0.6675080151890295,erratic,4.105479452054794,0.08356164383561644
CA_2|FOODS_1_010,1.0027472527472527,0.6910141878572368,erratic,24.051369863013697,0.0027397260273972603
CA_2|FOODS_2_001,1.0838901262063845,0.5094420541482784,erratic,3.622602739726027,0.0773972602739726
CA_2|FOODS_2_002,2.0391061452513966,0.46279688527284685,intermittent,0.8547945205479452,0.5095890410958904
CA_2|FOODS_2_003,1.066471877282688,0.6681415425374694,erratic,4.967808219178083,0.06232876712328767
CA_2|FOODS_2_004,1.0020590253946466,0.7396970499429314,erratic,25.26095890410959,0.002054794520547945
CA_2|FOODS_2_005,7.684210526315789,0.14026063100137173,intermittent,0.14794520547945206,0.8698630136986302
CA_2|FOODS_2_006,2.5391304347826087,0.34958367346938773,intermittent,0.5993150684931506,0.6061643835616438
CA_2|FOODS_2_007,16.40449438202247,0.030482041587901694,intermittent,0.06301369863013699,0.939041095890411
CA_2|FOODS_2_008,1.0480976310122039,0.6762124676233975,erratic,5.689041095890411,0.04589041095890411
CA_2|FOODS_2_009,4.397590361445783,0.214750159800745,intermittent,0.29178082191780824,0.7726027397260274
CA_2|FOODS_2_010,1.044349070100143,0.9308867586478279,erratic,6.6650684931506845,0.04246575342465753
CA_2|HOBBIES_1_001,1.3506012950971322,0.6148141367516586,lumpy,1.9513698630136986,0.2595890410958904
CA_2|HOBBIES_1_002,1.0027472527472527,0.4028930056083452,smooth,21.213698630136985,0.0027397260273972603
